"province","data_date","total_case","total_death","daily_case","daily_death"
"Aceh",2020-03-03,0,0,0,0
"Aceh",2020-03-04,0,0,0,0
"Aceh",2020-03-05,0,0,0,0
"Aceh",2020-03-06,0,0,0,0
"Aceh",2020-03-07,0,0,0,0
"Aceh",2020-03-08,0,0,0,0
"Aceh",2020-03-09,0,0,0,0
"Aceh",2020-03-10,0,0,0,0
"Aceh",2020-03-11,0,0,0,0
"Aceh",2020-03-12,0,0,0,0
"Aceh",2020-03-13,0,0,0,0
"Aceh",2020-03-14,0,0,0,0
"Aceh",2020-03-15,0,0,0,0
"Aceh",2020-03-16,0,0,0,0
"Aceh",2020-03-17,0,0,0,0
"Aceh",2020-03-18,0,0,0,0
"Aceh",2020-03-19,0,0,0,0
"Aceh",2020-03-20,0,0,0,0
"Aceh",2020-03-21,0,0,0,0
"Aceh",2020-03-22,0,0,0,0
"Aceh",2020-03-23,0,0,0,0
"Aceh",2020-03-24,0,0,0,0
"Aceh",2020-03-25,0,0,0,0
"Aceh",2020-03-26,1,0,1,0
"Aceh",2020-03-27,4,0,3,0
"Aceh",2020-03-28,4,0,0,0
"Aceh",2020-03-29,5,0,0,0
"Aceh",2020-03-30,5,0,0,0
"Aceh",2020-03-31,5,0,0,0
"Aceh",2020-04-01,5,0,0,0
"Aceh",2020-04-02,5,0,0,0
"Aceh",2020-04-03,5,0,0,0
"Aceh",2020-04-04,5,1,0,1
"Aceh",2020-04-05,5,1,0,0
"Aceh",2020-04-06,5,1,0,0
"Aceh",2020-04-07,5,1,0,0
"Aceh",2020-04-08,6,1,1,0
"Aceh",2020-04-09,6,1,0,0
"Aceh",2020-04-10,5,1,0,0
"Aceh",2020-04-11,5,1,0,0
"Aceh",2020-04-12,5,1,0,0
"Aceh",2020-04-13,5,1,0,0
"Aceh",2020-04-14,5,1,0,0
"Aceh",2020-04-15,5,1,0,0
"Aceh",2020-04-16,5,1,0,0
"Aceh",2020-04-17,5,1,0,0
"Aceh",2020-04-18,6,1,1,0
"Aceh",2020-04-19,7,1,1,0
"Aceh",2020-04-20,7,1,0,0
"Aceh",2020-04-21,7,1,0,0
"Aceh",2020-04-22,7,1,0,0
"Aceh",2020-04-23,7,1,0,0
"Aceh",2020-04-24,8,1,1,0
"Aceh",2020-04-25,9,1,1,0
"Aceh",2020-04-26,9,1,0,0
"Aceh",2020-04-27,9,1,0,0
"Aceh",2020-04-28,9,1,0,0
"Aceh",2020-04-29,9,1,0,0
"Aceh",2020-04-30,10,1,1,0
"Aceh",2020-05-01,11,1,1,0
"Aceh",2020-05-02,11,1,0,0
"Aceh",2020-05-03,12,1,1,0
"Aceh",2020-05-04,12,1,0,0
"Aceh",2020-05-05,12,1,0,0
"Aceh",2020-05-06,17,1,5,0
"Aceh",2020-05-07,17,1,0,0
"Aceh",2020-05-08,17,1,0,0
"Aceh",2020-05-09,17,1,0,0
"Aceh",2020-05-10,17,1,0,0
"Aceh",2020-05-11,17,1,0,0
"Aceh",2020-05-12,17,1,0,0
"Aceh",2020-05-13,17,1,0,0
"Aceh",2020-05-14,17,1,0,0
"Aceh",2020-05-15,17,1,0,0
"Aceh",2020-05-16,18,1,1,0
"Aceh",2020-05-17,18,1,0,0
"Aceh",2020-05-18,18,1,0,0
"Aceh",2020-05-19,18,1,0,0
"Aceh",2020-05-20,18,1,0,0
"Aceh",2020-05-21,18,1,0,0
"Aceh",2020-05-22,19,1,1,0
"Aceh",2020-05-23,19,1,0,0
"Aceh",2020-05-24,19,1,0,0
"Aceh",2020-05-25,19,1,0,0
"Aceh",2020-05-26,19,1,0,0
"Aceh",2020-05-27,19,1,0,0
"Aceh",2020-05-28,20,1,1,0
"Aceh",2020-05-29,20,1,0,0
"Aceh",2020-05-30,20,1,0,0
"Aceh",2020-05-31,20,1,0,0
"Aceh",2020-06-01,20,1,0,0
"Aceh",2020-06-02,20,1,0,0
"Aceh",2020-06-03,20,1,0,0
"Aceh",2020-06-04,20,1,0,0
"Aceh",2020-06-05,20,1,0,0
"Aceh",2020-06-06,20,1,0,0
"Aceh",2020-06-07,20,1,0,0
"Aceh",2020-06-08,20,1,0,0
"Aceh",2020-06-09,20,1,0,0
"Aceh",2020-06-10,22,1,2,0
"Aceh",2020-06-11,22,1,0,0
"Aceh",2020-06-12,22,1,0,0
"Aceh",2020-06-13,22,1,0,0
"Aceh",2020-06-14,27,1,5,0
"Aceh",2020-06-15,27,1,0,0
"Aceh",2020-06-16,27,1,0,0
"Aceh",2020-06-17,37,2,10,1
"Aceh",2020-06-18,38,2,1,0
"Aceh",2020-06-19,38,2,0,0
"Aceh",2020-06-20,39,2,1,0
"Aceh",2020-06-21,49,2,10,0
"Aceh",2020-06-22,49,2,0,0
"Aceh",2020-06-23,49,2,0,0
"Aceh",2020-06-24,53,2,4,0
"Aceh",2020-06-25,66,2,13,0
"Aceh",2020-06-26,69,2,3,0
"Aceh",2020-06-27,77,2,8,0
"Aceh",2020-06-28,79,2,2,0
"Aceh",2020-06-29,79,2,0,0
"Aceh",2020-06-30,80,3,1,1
"Aceh",2020-07-01,86,3,6,0
"Aceh",2020-07-02,86,3,0,0
"Aceh",2020-07-03,87,3,1,0
"Aceh",2020-07-04,87,3,0,0
"Aceh",2020-07-05,87,3,0,0
"Aceh",2020-07-06,87,3,0,0
"Aceh",2020-07-07,88,3,1,0
"Aceh",2020-07-08,89,3,1,0
"Aceh",2020-07-09,90,3,1,0
"Aceh",2020-07-10,90,3,0,0
"Aceh",2020-07-11,99,3,9,0
"Aceh",2020-07-12,106,4,7,1
"Aceh",2020-07-13,106,4,0,0
"Aceh",2020-07-14,110,5,4,1
"Aceh",2020-07-15,137,7,27,2
"Aceh",2020-07-16,140,8,3,1
"Aceh",2020-07-17,145,8,5,0
"Aceh",2020-07-18,145,8,0,0
"Aceh",2020-07-19,146,9,1,1
"Aceh",2020-07-20,148,9,2,0
"Aceh",2020-07-21,149,9,1,0
"Aceh",2020-07-22,151,9,2,0
"Aceh",2020-07-23,158,10,7,1
"Aceh",2020-07-24,162,10,4,0
"Aceh",2020-07-25,168,10,6,0
"Aceh",2020-07-26,168,10,0,0
"Aceh",2020-07-27,168,10,0,0
"Aceh",2020-07-28,193,10,25,0
"Aceh",2020-07-29,238,12,45,2
"Aceh",2020-07-30,312,12,74,0
"Aceh",2020-07-31,415,12,103,0
"Aceh",2020-08-01,415,12,0,0
"Aceh",2020-08-02,431,15,16,3
"Aceh",2020-08-03,433,17,2,2
"Aceh",2020-08-04,440,17,7,0
"Aceh",2020-08-05,442,18,2,1
"Aceh",2020-08-06,483,18,41,0
"Aceh",2020-08-07,536,18,53,0
"Aceh",2020-08-08,536,18,0,0
"Aceh",2020-08-09,580,19,44,1
"Aceh",2020-08-10,676,19,96,0
"Aceh",2020-08-11,676,19,0,0
"Aceh",2020-08-12,748,21,72,2
"Aceh",2020-08-13,748,22,0,1
"Aceh",2020-08-14,840,24,92,2
"Aceh",2020-08-15,865,26,25,2
"Aceh",2020-08-16,876,26,11,0
"Aceh",2020-08-17,1044,26,168,0
"Aceh",2020-08-18,1069,28,25,2
"Aceh",2020-08-19,1132,28,63,0
"Aceh",2020-08-20,1137,28,5,0
"Aceh",2020-08-21,1141,30,4,2
"Aceh",2020-08-22,1211,30,70,0
"Aceh",2020-08-23,1211,32,0,2
"Aceh",2020-08-24,1241,35,30,3
"Aceh",2020-08-25,1261,38,20,3
"Aceh",2020-08-26,1291,38,30,0
"Aceh",2020-08-27,1399,38,108,0
"Aceh",2020-08-28,1449,49,50,11
"Aceh",2020-08-29,1546,55,97,6
"Aceh",2020-08-30,1600,61,54,6
"Aceh",2020-08-31,1633,63,33,2
"Aceh",2020-09-01,1649,66,16,3
"Aceh",2020-09-02,1697,68,48,2
"Aceh",2020-09-03,1794,72,97,4
"Aceh",2020-09-04,1884,74,90,2
"Aceh",2020-09-05,1945,76,61,2
"Aceh",2020-09-06,2023,78,78,2
"Aceh",2020-09-07,2042,81,19,3
"Aceh",2020-09-08,2054,83,12,2
"Aceh",2020-09-09,2152,85,98,2
"Aceh",2020-09-10,2258,87,106,2
"Aceh",2020-09-11,2403,89,145,2
"Aceh",2020-09-12,2527,89,124,0
"Aceh",2020-09-13,2739,93,212,4
"Aceh",2020-09-14,2892,98,153,5
"Aceh",2020-09-15,3032,104,140,6
"Aceh",2020-09-16,3127,115,95,11
"Aceh",2020-09-17,3236,127,109,12
"Aceh",2020-09-18,3352,130,116,3
"Aceh",2020-09-19,3527,130,175,0
"Aceh",2020-09-20,3595,134,68,4
"Aceh",2020-09-21,3694,136,99,2
"Aceh",2020-09-22,3785,142,91,6
"Aceh",2020-09-23,3835,145,50,3
"Aceh",2020-09-24,3891,145,56,0
"Aceh",2020-09-25,3982,147,91,2
"Aceh",2020-09-26,4173,150,191,3
"Aceh",2020-09-27,4246,155,73,5
"Aceh",2020-09-28,4325,167,79,12
"Aceh",2020-09-29,4471,174,146,7
"Aceh",2020-09-30,4554,176,83,2
"Aceh",2020-10-01,4666,179,112,3
"Aceh",2020-10-02,4854,184,188,5
"Aceh",2020-10-03,4927,187,73,3
"Aceh",2020-10-04,4994,193,67,6
"Aceh",2020-10-05,5064,198,70,5
"Aceh",2020-10-06,5182,202,118,4
"Aceh",2020-10-07,5254,204,72,2
"Aceh",2020-10-08,5423,204,169,0
"Aceh",2020-10-09,5546,206,123,2
"Aceh",2020-10-10,5644,208,98,2
"Aceh",2020-10-11,5767,209,123,1
"Aceh",2020-10-12,5844,210,77,1
"Aceh",2020-10-13,5895,213,51,3
"Aceh",2020-10-14,5960,216,65,3
"Aceh",2020-10-15,6077,219,117,3
"Aceh",2020-10-16,6254,225,177,6
"Aceh",2020-10-17,6436,226,182,1
"Aceh",2020-10-18,6551,233,115,7
"Aceh",2020-10-19,6667,233,116,0
"Aceh",2020-10-20,6765,235,98,2
"Aceh",2020-10-21,6844,238,79,3
"Aceh",2020-10-22,6947,240,103,2
"Aceh",2020-10-23,7037,244,90,4
"Aceh",2020-10-24,7125,250,88,6
"Aceh",2020-10-25,7212,251,87,1
"Aceh",2020-10-26,7252,256,40,5
"Aceh",2020-10-27,7265,260,13,4
"Aceh",2020-10-28,7339,266,74,6
"Aceh",2020-10-29,7373,266,34,0
"Aceh",2020-10-30,7394,269,21,3
"Aceh",2020-10-31,7405,270,11,1
"Aceh",2020-11-01,7426,270,21,0
"Aceh",2020-11-02,7457,270,31,0
"Aceh",2020-11-03,7482,272,25,2
"Aceh",2020-11-04,7526,277,44,5
"Aceh",2020-11-05,7563,279,37,2
"Aceh",2020-11-06,7634,279,71,0
"Aceh",2020-11-07,7661,282,27,3
"Aceh",2020-11-08,7687,282,26,0
"Aceh",2020-11-09,7690,282,3,0
"Aceh",2020-11-10,7719,282,29,0
"Aceh",2020-11-11,7770,282,51,0
"Aceh",2020-11-12,7797,282,27,0
"Aceh",2020-11-13,7842,282,45,0
"Aceh",2020-11-14,7862,282,20,0
"Aceh",2020-11-15,7911,282,49,0
"Aceh",2020-11-16,7932,282,21,0
"Aceh",2020-11-17,7975,283,43,1
"Aceh",2020-11-18,7993,306,18,23
"Aceh",2020-11-19,8043,306,50,0
"Aceh",2020-11-20,8064,306,21,0
"Aceh",2020-11-21,8106,306,42,0
"Aceh",2020-11-22,8124,306,18,0
"Aceh",2020-11-23,8154,306,30,0
"Aceh",2020-11-24,8160,306,6,0
"Aceh",2020-11-25,8199,311,39,5
"Aceh",2020-11-26,8223,317,24,6
"Aceh",2020-11-27,8244,318,21,1
"Aceh",2020-11-28,8255,319,11,1
"Aceh",2020-11-29,8282,323,27,4
"Aceh",2020-11-30,8292,323,10,0
"Aceh",2020-12-01,8301,329,9,6
"Aceh",2020-12-02,8311,330,10,1
"Aceh",2020-12-03,8355,330,44,0
"Aceh",2020-12-04,8369,336,14,6
"Aceh",2020-12-05,8384,341,15,5
"Aceh",2020-12-06,8422,341,38,0
"Aceh",2020-12-07,8426,341,4,0
"Aceh",2020-12-08,8444,342,18,1
"Aceh",2020-12-09,8450,342,6,0
"Aceh",2020-12-10,8458,342,8,0
"Aceh",2020-12-11,8478,349,20,7
"Aceh",2020-12-12,8507,350,29,1
"Aceh",2020-12-13,8522,350,15,0
"Aceh",2020-12-14,8526,352,4,2
"Aceh",2020-12-15,8538,354,12,2
"Aceh",2020-12-16,8546,354,8,0
"Aceh",2020-12-17,8554,354,8,0
"Aceh",2020-12-18,8557,354,3,0
"Aceh",2020-12-19,8569,354,12,0
"Aceh",2020-12-20,8573,355,4,1
"Aceh",2020-12-21,8591,355,18,0
"Aceh",2020-12-22,8620,355,29,0
"Aceh",2020-12-23,8650,357,30,2
"Aceh",2020-12-24,8664,357,14,0
"Aceh",2020-12-25,8679,357,15,0
"Aceh",2020-12-26,8698,358,19,1
"Aceh",2020-12-27,8711,358,13,0
"Aceh",2020-12-28,8727,358,16,0
"Aceh",2020-12-29,8736,358,9,0
"Aceh",2020-12-30,8742,358,6,0
"Aceh",2020-12-31,8746,358,4,0
"Aceh",2021-01-01,8753,358,7,0
"Aceh",2021-01-02,8761,358,8,0
"Aceh",2021-01-03,8763,358,2,0
"Aceh",2021-01-04,8768,358,5,0
"Aceh",2021-01-05,8776,358,8,0
"Aceh",2021-01-06,8805,358,29,0
"Aceh",2021-01-07,8836,361,31,3
"Aceh",2021-01-08,8878,361,42,0
"Aceh",2021-01-09,8894,362,16,1
"Aceh",2021-01-10,8909,363,15,1
"Aceh",2021-01-11,8919,363,10,0
"Aceh",2021-01-12,8967,368,48,5
"Aceh",2021-01-13,8991,370,24,2
"Aceh",2021-01-14,9002,372,11,2
"Aceh",2021-01-15,9018,373,16,1
"Aceh",2021-01-16,9035,374,17,1
"Aceh",2021-01-17,9053,374,18,0
"Aceh",2021-01-18,9055,377,2,3
"Aceh",2021-01-19,9071,377,16,0
"Aceh",2021-01-20,9089,378,18,1
"Aceh",2021-01-21,9100,378,11,0
"Aceh",2021-01-22,9115,378,15,0
"Aceh",2021-01-23,9126,378,11,0
"Aceh",2021-01-24,9144,378,18,0
"Aceh",2021-01-25,9144,378,0,0
"Aceh",2021-01-26,9149,378,5,0
"Aceh",2021-01-27,9163,378,14,0
"Aceh",2021-01-28,9181,378,18,0
"Aceh",2021-01-29,9202,378,21,0
"Aceh",2021-01-30,9224,378,22,0
"Aceh",2021-01-31,9228,378,4,0
"Aceh",2021-02-01,9230,378,2,0
"Aceh",2021-02-02,9252,379,22,1
"Aceh",2021-02-03,9266,379,14,0
"Aceh",2021-02-04,9276,379,10,0
"Aceh",2021-02-05,9285,379,9,0
"Aceh",2021-02-06,9298,379,13,0
"Aceh",2021-02-07,9312,379,14,0
"Aceh",2021-02-08,9323,380,11,1
"Aceh",2021-02-09,9370,380,47,0
"Aceh",2021-02-10,9373,380,3,0
"Aceh",2021-02-11,9390,380,17,0
"Aceh",2021-02-12,9398,380,8,0
"Aceh",2021-02-13,9399,382,1,2
"Aceh",2021-02-14,9403,382,4,0
"Aceh",2021-02-15,9403,382,0,0
"Aceh",2021-02-16,9403,382,0,0
"Aceh",2021-02-17,9403,382,0,0
"Aceh",2021-02-18,9435,382,32,0
"Aceh",2021-02-19,9448,382,13,0
"Aceh",2021-02-20,9456,382,8,0
"Aceh",2021-02-21,9457,382,1,0
"Aceh",2021-02-22,9458,382,1,0
"Aceh",2021-02-23,9487,382,29,0
"Aceh",2021-02-24,9513,383,26,0
"Aceh",2021-02-25,9523,383,10,1
"Aceh",2021-02-26,9531,384,8,0
"Aceh",2021-02-27,9534,384,3,1
"Aceh",2021-02-28,9541,384,7,0
"Aceh",2021-03-01,9543,384,2,0
"Aceh",2021-03-02,9557,384,14,0
"Aceh",2021-03-03,9570,387,13,3
"Aceh",2021-03-04,9580,387,10,0
"Aceh",2021-03-05,9589,387,9,0
"Aceh",2021-03-06,9605,387,16,0
"Aceh",2021-03-07,9609,387,4,0
"Aceh",2021-03-08,9616,387,7,0
"Aceh",2021-03-09,9642,387,26,0
"Aceh",2021-03-10,9642,387,0,0
"Aceh",2021-03-11,9661,388,19,0
"Aceh",2021-03-12,9667,388,6,1
"Aceh",2021-03-13,9681,388,14,0
"Aceh",2021-03-14,9686,388,5,0
"Aceh",2021-03-15,9686,388,0,0
"Aceh",2021-03-16,9696,388,10,0
"Aceh",2021-03-17,9702,388,6,0
"Aceh",2021-03-18,9712,388,10,0
"Aceh",2021-03-19,9728,388,16,0
"Aceh",2021-03-20,9743,388,15,0
"Aceh",2021-03-21,9743,388,0,0
"Aceh",2021-03-22,9763,388,20,0
"Aceh",2021-03-23,9778,391,15,1
"Aceh",2021-03-24,9791,391,13,2
"Aceh",2021-03-25,9797,394,6,3
"Aceh",2021-03-26,9812,394,15,0
"Aceh",2021-03-27,9833,396,21,2
"Aceh",2021-03-28,9845,396,12,0
"Aceh",2021-03-29,9853,397,8,1
"Aceh",2021-03-30,9862,397,9,0
"Aceh",2021-03-31,9892,397,30,0
"Aceh",2021-04-01,9903,397,11,0
"Aceh",2021-04-02,9912,397,9,0
"Aceh",2021-04-03,9918,397,6,0
"Aceh",2021-04-04,9922,398,4,0
"Aceh",2021-04-05,9933,398,11,1
"Aceh",2021-04-06,9946,399,13,1
"Aceh",2021-04-07,9985,399,39,0
"Aceh",2021-04-08,10027,401,42,1
"Aceh",2021-04-09,10055,401,28,1
"Aceh",2021-04-10,10075,404,20,3
"Aceh",2021-04-11,10082,404,7,0
"Aceh",2021-04-12,10106,406,24,2
"Aceh",2021-04-13,10134,406,28,0
"Aceh",2021-04-14,10160,407,26,0
"Aceh",2021-04-15,10200,407,40,1
"Aceh",2021-04-16,10222,408,22,0
"Aceh",2021-04-17,10257,408,35,1
"Aceh",2021-04-18,10300,410,43,1
"Aceh",2021-04-19,10313,410,13,1
"Aceh",2021-04-20,10365,418,52,6
"Aceh",2021-04-21,10429,418,64,2
"Aceh",2021-04-22,10516,422,87,2
"Aceh",2021-04-23,10607,422,91,2
"Aceh",2021-04-24,10653,429,46,5
"Aceh",2021-04-25,10677,429,24,2
"Aceh",2021-04-26,10744,432,67,3
"Aceh",2021-04-27,10814,432,70,0
"Aceh",2021-04-28,10885,439,71,4
"Aceh",2021-04-29,10967,439,82,3
"Aceh",2021-04-30,11045,442,78,1
"Aceh",2021-05-01,11169,442,124,2
"Aceh",2021-05-02,11237,450,68,7
"Aceh",2021-05-03,11293,450,56,1
"Aceh",2021-05-04,11391,461,98,5
"Aceh",2021-05-05,11482,461,91,6
"Aceh",2021-05-06,11589,466,107,1
"Aceh",2021-05-07,11702,466,113,4
"Aceh",2021-05-08,11802,476,100,4
"Aceh",2021-05-09,11830,476,28,6
"Aceh",2021-05-10,11898,483,68,5
"Aceh",2021-05-11,11998,483,100,2
"Aceh",2021-05-12,12126,487,128,3
"Aceh",2021-05-13,12152,487,26,1
"Aceh",2021-05-14,12157,492,5,3
"Aceh",2021-05-15,12214,492,57,2
"Aceh",2021-05-16,12249,499,35,2
"Aceh",2021-05-17,12340,499,91,5
"Aceh",2021-05-18,12468,512,128,4
"Aceh",2021-05-19,12615,512,147,9
"Aceh",2021-05-20,12814,524,199,3
"Aceh",2021-05-21,12990,524,176,9
"Aceh",2021-05-22,13125,536,135,6
"Aceh",2021-05-23,13229,536,104,6
"Aceh",2021-05-24,13396,553,167,8
"Aceh",2021-05-25,13581,553,185,9
"Aceh",2021-05-26,13848,564,267,4
"Aceh",2021-05-27,14078,564,230,7
"Aceh",2021-05-28,14338,579,260,8
"Aceh",2021-05-29,14631,579,293,7
"Aceh",2021-05-30,14901,597,270,3
"Aceh",2021-05-31,15017,597,116,15
"Aceh",2021-06-01,15139,600,122,1
"Aceh",2021-06-02,15240,600,101,2
"Aceh",2021-06-03,15454,616,214,7
"Aceh",2021-06-04,15663,616,209,9
"Aceh",2021-06-05,15869,621,206,3
"Aceh",2021-06-06,16065,621,196,2
"Aceh",2021-06-07,16195,634,130,8
"Aceh",2021-06-08,16352,634,157,5
"Aceh",2021-06-09,16578,657,226,15
"Aceh",2021-06-10,16825,657,247,8
"Aceh",2021-06-11,17109,678,284,7
"Aceh",2021-06-12,17217,678,108,14
"Aceh",2021-06-13,17376,690,159,6
"Aceh",2021-06-14,17542,690,166,6
"Aceh",2021-06-15,17697,707,155,8
"Aceh",2021-06-16,17830,707,133,9
"Aceh",2021-06-17,17970,713,140,4
"Aceh",2021-06-18,18120,713,150,2
"Aceh",2021-06-19,18236,723,116,7
"Aceh",2021-06-20,18329,723,93,3
"Aceh",2021-06-21,18376,745,47,12
"Aceh",2021-06-22,18439,745,63,10
"Aceh",2021-06-23,18595,757,156,6
"Aceh",2021-06-24,18668,757,73,6
"Aceh",2021-06-25,18771,769,103,6
"Aceh",2021-06-26,18852,769,81,6
"Aceh",2021-06-27,18911,787,59,4
"Aceh",2021-06-28,19015,787,104,14
"Aceh",2021-06-29,19148,808,133,10
"Aceh",2021-06-30,19246,808,98,11
"Aceh",2021-07-01,19338,819,92,3
"Aceh",2021-07-02,19432,819,94,8
"Aceh",2021-07-03,19504,826,72,6
"Aceh",2021-07-04,19576,826,72,1
"Aceh",2021-07-05,19610,835,34,7
"Aceh",2021-07-06,19784,835,174,2
"Aceh",2021-07-07,19898,849,114,7
"Aceh",2021-07-08,20060,849,162,7
"Bali",2020-03-03,0,0,0,0
"Bali",2020-03-04,0,0,0,0
"Bali",2020-03-05,0,0,0,0
"Bali",2020-03-06,0,0,0,0
"Bali",2020-03-07,0,0,0,0
"Bali",2020-03-08,0,0,0,0
"Bali",2020-03-09,0,0,0,0
"Bali",2020-03-10,0,0,0,0
"Bali",2020-03-11,0,0,0,0
"Bali",2020-03-12,0,0,0,0
"Bali",2020-03-13,0,0,0,0
"Bali",2020-03-14,0,0,0,0
"Bali",2020-03-15,0,0,0,0
"Bali",2020-03-16,0,0,0,0
"Bali",2020-03-17,0,0,0,0
"Bali",2020-03-18,1,1,0,0
"Bali",2020-03-19,1,1,0,0
"Bali",2020-03-20,4,1,3,0
"Bali",2020-03-21,3,1,0,0
"Bali",2020-03-22,3,2,0,1
"Bali",2020-03-23,6,2,3,0
"Bali",2020-03-24,6,2,0,0
"Bali",2020-03-25,9,2,3,0
"Bali",2020-03-26,9,2,0,0
"Bali",2020-03-27,9,2,0,0
"Bali",2020-03-28,9,2,0,0
"Bali",2020-03-29,10,2,1,0
"Bali",2020-03-30,19,2,9,0
"Bali",2020-03-31,19,2,0,0
"Bali",2020-04-01,25,2,6,0
"Bali",2020-04-02,25,2,0,0
"Bali",2020-04-03,27,2,2,0
"Bali",2020-04-04,32,2,5,0
"Bali",2020-04-05,35,2,3,0
"Bali",2020-04-06,43,2,7,0
"Bali",2020-04-07,43,2,0,0
"Bali",2020-04-08,49,2,6,0
"Bali",2020-04-09,63,2,14,0
"Bali",2020-04-10,75,2,12,0
"Bali",2020-04-11,79,2,4,0
"Bali",2020-04-12,81,2,2,0
"Bali",2020-04-13,86,2,5,0
"Bali",2020-04-14,92,2,6,0
"Bali",2020-04-15,98,2,6,0
"Bali",2020-04-16,113,2,15,0
"Bali",2020-04-17,124,2,11,0
"Bali",2020-04-18,131,3,7,1
"Bali",2020-04-19,135,3,4,0
"Bali",2020-04-20,140,3,5,0
"Bali",2020-04-21,150,3,10,0
"Bali",2020-04-22,152,4,2,1
"Bali",2020-04-23,167,4,15,0
"Bali",2020-04-24,177,4,10,0
"Bali",2020-04-25,183,4,6,0
"Bali",2020-04-26,186,4,3,0
"Bali",2020-04-27,194,4,8,0
"Bali",2020-04-28,215,4,21,0
"Bali",2020-04-29,215,4,0,0
"Bali",2020-04-30,222,4,7,0
"Bali",2020-05-01,235,4,13,0
"Bali",2020-05-02,237,4,2,0
"Bali",2020-05-03,262,4,25,0
"Bali",2020-05-04,271,4,9,0
"Bali",2020-05-05,277,4,6,0
"Bali",2020-05-06,277,4,0,0
"Bali",2020-05-07,287,4,10,0
"Bali",2020-05-08,300,4,13,0
"Bali",2020-05-09,306,4,6,0
"Bali",2020-05-10,311,4,5,0
"Bali",2020-05-11,314,4,3,0
"Bali",2020-05-12,328,4,14,0
"Bali",2020-05-13,332,4,4,0
"Bali",2020-05-14,337,4,5,0
"Bali",2020-05-15,343,4,6,0
"Bali",2020-05-16,346,4,3,0
"Bali",2020-05-17,348,4,2,0
"Bali",2020-05-18,359,4,11,0
"Bali",2020-05-19,363,4,4,0
"Bali",2020-05-20,371,4,8,0
"Bali",2020-05-21,374,4,3,0
"Bali",2020-05-22,380,4,6,0
"Bali",2020-05-23,388,4,8,0
"Bali",2020-05-24,394,4,6,0
"Bali",2020-05-25,396,4,2,0
"Bali",2020-05-26,407,4,11,0
"Bali",2020-05-27,415,4,8,0
"Bali",2020-05-28,420,4,5,0
"Bali",2020-05-29,443,4,23,0
"Bali",2020-05-30,455,4,12,0
"Bali",2020-05-31,465,4,10,0
"Bali",2020-06-01,482,5,17,1
"Bali",2020-06-02,487,5,5,0
"Bali",2020-06-03,490,5,3,0
"Bali",2020-06-04,510,5,20,0
"Bali",2020-06-05,524,5,14,0
"Bali",2020-06-06,557,5,33,0
"Bali",2020-06-07,582,5,25,0
"Bali",2020-06-08,594,5,12,0
"Bali",2020-06-09,608,5,14,0
"Bali",2020-06-10,640,5,32,0
"Bali",2020-06-11,659,5,19,0
"Bali",2020-06-12,695,5,36,0
"Bali",2020-06-13,723,6,28,1
"Bali",2020-06-14,741,6,18,0
"Bali",2020-06-15,760,6,19,0
"Bali",2020-06-16,782,6,22,0
"Bali",2020-06-17,829,6,47,0
"Bali",2020-06-18,895,6,66,0
"Bali",2020-06-19,976,6,81,0
"Bali",2020-06-20,1013,7,37,1
"Bali",2020-06-21,1050,9,37,2
"Bali",2020-06-22,1080,9,30,0
"Bali",2020-06-23,1116,9,36,0
"Bali",2020-06-24,1158,9,42,0
"Bali",2020-06-25,1214,11,56,2
"Bali",2020-06-26,1263,11,49,0
"Bali",2020-06-27,1369,11,106,0
"Bali",2020-06-28,1414,13,45,2
"Bali",2020-06-29,1444,13,30,0
"Bali",2020-06-30,1493,14,49,1
"Bali",2020-07-01,1527,15,34,1
"Bali",2020-07-02,1640,16,113,1
"Bali",2020-07-03,1706,16,66,0
"Bali",2020-07-04,1797,18,91,2
"Bali",2020-07-05,1849,20,52,2
"Bali",2020-07-06,1900,23,51,3
"Bali",2020-07-07,1940,25,40,2
"Bali",2020-07-08,1971,25,31,0
"Bali",2020-07-09,2024,26,53,1
"Bali",2020-07-10,2110,26,86,0
"Bali",2020-07-11,2147,27,37,1
"Bali",2020-07-12,2195,27,48,0
"Bali",2020-07-13,2257,27,62,0
"Bali",2020-07-14,2358,27,101,0
"Bali",2020-07-15,2421,29,63,2
"Bali",2020-07-16,2533,32,112,3
"Bali",2020-07-17,2619,35,86,3
"Bali",2020-07-18,2690,36,71,1
"Bali",2020-07-19,2745,40,55,4
"Bali",2020-07-20,2781,44,36,4
"Bali",2020-07-21,2856,46,75,2
"Bali",2020-07-22,2934,46,78,0
"Bali",2020-07-23,2996,48,62,2
"Bali",2020-07-24,3058,48,62,0
"Bali",2020-07-25,3114,48,56,0
"Bali",2020-07-26,3157,48,43,0
"Bali",2020-07-27,3219,48,62,0
"Bali",2020-07-28,3249,48,30,0
"Bali",2020-07-29,3310,48,61,0
"Bali",2020-07-30,3360,48,50,0
"Bali",2020-07-31,3407,48,47,0
"Bali",2020-08-01,3448,48,41,0
"Bali",2020-08-02,3488,48,40,0
"Bali",2020-08-03,3529,48,41,0
"Bali",2020-08-04,3578,48,49,0
"Bali",2020-08-05,3617,48,39,0
"Bali",2020-08-06,3644,48,27,0
"Bali",2020-08-07,3682,49,38,1
"Bali",2020-08-08,3720,49,38,0
"Bali",2020-08-09,3779,49,59,0
"Bali",2020-08-10,3817,49,38,0
"Bali",2020-08-11,3862,49,45,0
